Source;Target;Type;Weight
237;111;Undirected;1
237;269;Undirected;1
237;99;Undirected;1
111;269;Undirected;1
111;99;Undirected;1
269;99;Undirected;1
155;42;Undirected;1
77;106;Undirected;1
77;99;Undirected;1
295;106;Undirected;1
295;99;Undirected;1
106;99;Undirected;2
139;143;Undirected;1
35;59;Undirected;1
157;345;Undirected;1
157;343;Undirected;1
157;289;Undirected;1
345;343;Undirected;1
345;247;Undirected;1
345;289;Undirected;1
343;289;Undirected;1
247;289;Undirected;1
161;131;Undirected;2
161;333;Undirected;1
161;7;Undirected;1
161;159;Undirected;1
161;111;Undirected;3
131;333;Undirected;1
131;7;Undirected;1
131;159;Undirected;1
131;111;Undirected;1
333;7;Undirected;1
333;159;Undirected;1
333;111;Undirected;5
7;159;Undirected;1
7;111;Undirected;1
159;111;Undirected;7
65;151;Undirected;1
65;34;Undirected;1
151;34;Undirected;1
217;135;Undirected;1
217;145;Undirected;1
135;145;Undirected;1
169;66;Undirected;2
211;357;Undirected;1
211;349;Undirected;1
211;219;Undirected;1
211;159;Undirected;1
211;4;Undirected;1
211;6;Undirected;1
357;65;Undirected;1
357;349;Undirected;1
357;181;Undirected;1
357;219;Undirected;1
357;159;Undirected;1
357;4;Undirected;1
357;111;Undirected;2
357;6;Undirected;1
65;181;Undirected;1
65;219;Undirected;1
65;159;Undirected;1
65;4;Undirected;4
65;111;Undirected;5
65;6;Undirected;1
349;181;Undirected;1
349;219;Undirected;1
349;159;Undirected;1
349;4;Undirected;1
349;111;Undirected;2
349;6;Undirected;1
349;2;Undirected;1
181;219;Undirected;1
181;4;Undirected;1
181;6;Undirected;1
219;159;Undirected;2
219;4;Undirected;1
219;111;Undirected;3
219;6;Undirected;1
219;2;Undirected;2
159;4;Undirected;1
169;233;Undirected;1
169;317;Undirected;1
169;81;Undirected;1
233;267;Undirected;1
233;81;Undirected;1
267;317;Undirected;1
317;81;Undirected;1
341;106;Undirected;3
341;327;Undirected;1
106;327;Undirected;1
39;50;Undirected;1
39;63;Undirected;1
39;331;Undirected;2
50;331;Undirected;1
50;2;Undirected;3
63;331;Undirected;1
223;279;Undirected;1
46;111;Undirected;2
46;167;Undirected;1
27;135;Undirected;1
135;111;Undirected;2
135;2;Undirected;2
135;175;Undirected;1
121;84;Undirected;1
70;78;Undirected;1
70;323;Undirected;1
70;103;Undirected;1
78;323;Undirected;2
78;103;Undirected;2
323;103;Undirected;2
161;104;Undirected;1
22;81;Undirected;1
5;54;Undirected;1
5;40;Undirected;1
217;89;Undirected;1
217;72;Undirected;1
89;72;Undirected;1
121;72;Undirected;1
2;72;Undirected;2
239;107;Undirected;1
239;44;Undirected;1
239;104;Undirected;1
239;99;Undirected;1
107;44;Undirected;1
107;104;Undirected;1
107;99;Undirected;1
44;104;Undirected;1
44;99;Undirected;1
104;99;Undirected;1
261;171;Undirected;1
261;317;Undirected;1
261;2;Undirected;1
171;317;Undirected;1
193;35;Undirected;1
193;281;Undirected;1
35;281;Undirected;1
32;347;Undirected;1
32;16;Undirected;1
32;68;Undirected;1
347;16;Undirected;2
347;68;Undirected;1
16;68;Undirected;2
58;333;Undirected;1
58;317;Undirected;1
333;317;Undirected;1
197;197;Undirected;1
197;9;Undirected;2
39;185;Undirected;10
39;4;Undirected;1
185;185;Undirected;4
185;4;Undirected;2
275;275;Undirected;1
275;105;Undirected;2
205;219;Undirected;1
57;189;Undirected;1
271;67;Undirected;1
13;108;Undirected;3
13;159;Undirected;1
108;159;Undirected;2
211;211;Undirected;1
211;283;Undirected;2
347;347;Undirected;1
347;283;Undirected;2
113;295;Undirected;1
101;151;Undirected;1
101;9;Undirected;1
101;16;Undirected;1
101;213;Undirected;1
151;9;Undirected;2
151;213;Undirected;2
9;213;Undirected;2
16;102;Undirected;2
102;213;Undirected;2
102;68;Undirected;1
213;68;Undirected;1
56;269;Undirected;2
39;32;Undirected;1
39;215;Undirected;1
39;64;Undirected;1
32;215;Undirected;1
32;64;Undirected;1
215;64;Undirected;2
345;179;Undirected;2
4;179;Undirected;3
179;179;Undirected;1
121;23;Undirected;1
13;4;Undirected;3
243;63;Undirected;1
32;135;Undirected;1
32;241;Undirected;1
50;113;Undirected;1
50;16;Undirected;1
50;115;Undirected;1
113;115;Undirected;1
16;115;Undirected;1
77;7;Undirected;1
7;4;Undirected;1
107;108;Undirected;1
195;2;Undirected;3
195;98;Undirected;1
90;143;Undirected;1
90;177;Undirected;1
143;177;Undirected;1
16;31;Undirected;1
46;139;Undirected;1
46;104;Undirected;1
139;247;Undirected;1
139;104;Undirected;2
247;104;Undirected;1
106;111;Undirected;1
106;21;Undirected;1
106;283;Undirected;1
111;283;Undirected;2
21;283;Undirected;1
93;129;Undirected;1
107;143;Undirected;1
107;2;Undirected;2
323;4;Undirected;1
161;155;Undirected;1
161;4;Undirected;1
161;2;Undirected;2
161;61;Undirected;1
161;72;Undirected;1
155;4;Undirected;1
155;72;Undirected;1
4;72;Undirected;1
61;72;Undirected;1
157;159;Undirected;1
88;241;Undirected;1
337;155;Undirected;1
9;155;Undirected;2
92;13;Undirected;1
92;4;Undirected;2
92;111;Undirected;1
335;143;Undirected;1
335;159;Undirected;1
335;68;Undirected;1
143;68;Undirected;1
159;68;Undirected;1
225;195;Undirected;1
38;66;Undirected;2
66;247;Undirected;3
199;65;Undirected;1
199;207;Undirected;1
199;63;Undirected;1
65;63;Undirected;1
207;63;Undirected;1
121;52;Undirected;1
349;345;Undirected;1
349;189;Undirected;1
349;279;Undirected;1
345;189;Undirected;1
345;279;Undirected;1
189;279;Undirected;1
137;34;Undirected;1
83;65;Undirected;1
83;4;Undirected;1
1;353;Undirected;1
1;157;Undirected;1
1;62;Undirected;1
1;317;Undirected;1
353;157;Undirected;1
353;185;Undirected;1
353;62;Undirected;1
353;317;Undirected;1
39;317;Undirected;1
157;185;Undirected;1
157;62;Undirected;1
157;317;Undirected;1
185;62;Undirected;1
185;317;Undirected;1
62;317;Undirected;1
89;149;Undirected;1
89;127;Undirected;2
89;159;Undirected;1
149;127;Undirected;2
149;159;Undirected;1
127;127;Undirected;1
127;159;Undirected;3
121;64;Undirected;1
121;127;Undirected;2
64;127;Undirected;1
64;143;Undirected;1
64;111;Undirected;4
127;111;Undirected;3
329;149;Undirected;1
329;331;Undirected;1
149;331;Undirected;1
44;85;Undirected;1
219;97;Undirected;1
219;223;Undirected;1
97;159;Undirected;1
159;223;Undirected;1
65;209;Undirected;1
209;4;Undirected;1
151;279;Undirected;2
101;131;Undirected;1
295;131;Undirected;1
131;325;Undirected;1
347;285;Undirected;1
161;77;Undirected;1
161;121;Undirected;1
161;9;Undirected;1
161;31;Undirected;1
77;121;Undirected;1
77;9;Undirected;1
77;31;Undirected;1
121;9;Undirected;1
9;31;Undirected;1
9;76;Undirected;1
131;74;Undirected;1
131;323;Undirected;1
131;183;Undirected;2
74;323;Undirected;1
74;183;Undirected;2
323;183;Undirected;2
313;42;Undirected;2
313;44;Undirected;1
42;44;Undirected;1
157;141;Undirected;2
157;341;Undirected;3
13;141;Undirected;1
13;341;Undirected;1
13;155;Undirected;1
141;341;Undirected;1
341;155;Undirected;1
45;177;Undirected;2
177;177;Undirected;1
86;16;Undirected;1
86;82;Undirected;1
16;82;Undirected;1
16;33;Undirected;1
197;127;Undirected;1
197;109;Undirected;1
127;109;Undirected;1
111;109;Undirected;1
339;54;Undirected;1
339;8;Undirected;1
111;8;Undirected;1
247;295;Undirected;1
295;57;Undirected;1
295;297;Undirected;1
64;105;Undirected;1
151;269;Undirected;1
345;141;Undirected;1
345;16;Undirected;1
345;102;Undirected;1
141;16;Undirected;1
141;102;Undirected;1
141;100;Undirected;1
102;100;Undirected;2
3;45;Undirected;1
14;149;Undirected;1
149;177;Undirected;1
181;123;Undirected;1
32;90;Undirected;1
32;23;Undirected;1
90;23;Undirected;1
90;2;Undirected;3
183;177;Undirected;1
85;269;Undirected;1
151;35;Undirected;1
209;35;Undirected;1
9;159;Undirected;1
9;85;Undirected;1
159;85;Undirected;1
111;85;Undirected;1
9;323;Undirected;1
323;213;Undirected;1
4;24;Undirected;1
217;127;Undirected;1
217;9;Undirected;1
127;9;Undirected;1
195;56;Undirected;2
127;133;Undirected;1
91;90;Undirected;1
91;92;Undirected;1
91;45;Undirected;1
91;4;Undirected;2
271;90;Undirected;1
271;92;Undirected;1
271;45;Undirected;1
271;4;Undirected;1
90;45;Undirected;1
92;45;Undirected;1
45;4;Undirected;1
127;49;Undirected;1
127;74;Undirected;2
74;2;Undirected;2
13;100;Undirected;1
108;2;Undirected;2
108;100;Undirected;3
179;61;Undirected;1
131;9;Undirected;1
259;247;Undirected;1
259;269;Undirected;1
329;82;Undirected;1
151;106;Undirected;1
151;99;Undirected;1
106;2;Undirected;1
107;48;Undirected;1
107;69;Undirected;1
48;69;Undirected;1
309;267;Undirected;1
169;96;Undirected;1
95;159;Undirected;1
143;305;Undirected;1
111;305;Undirected;2
55;89;Undirected;1
181;44;Undirected;1
181;167;Undirected;1
44;167;Undirected;1
119;125;Undirected;1
157;22;Undirected;1
157;123;Undirected;2
22;123;Undirected;1
261;333;Undirected;1
261;325;Undirected;1
261;111;Undirected;1
299;47;Undirected;1
299;44;Undirected;1
47;44;Undirected;2
233;127;Undirected;1
70;209;Undirected;1
70;143;Undirected;1
70;159;Undirected;1
157;106;Undirected;1
157;323;Undirected;1
181;341;Undirected;3
181;106;Undirected;1
181;323;Undirected;1
341;341;Undirected;1
341;323;Undirected;2
341;34;Undirected;2
106;323;Undirected;1
106;34;Undirected;1
323;34;Undirected;1
161;63;Undirected;1
161;195;Undirected;1
161;56;Undirected;1
161;269;Undirected;1
161;203;Undirected;1
161;8;Undirected;1
63;195;Undirected;1
63;56;Undirected;1
63;269;Undirected;1
63;203;Undirected;1
63;8;Undirected;1
195;269;Undirected;1
195;203;Undirected;1
195;8;Undirected;1
56;203;Undirected;1
56;8;Undirected;1
269;203;Undirected;1
269;8;Undirected;1
203;8;Undirected;1
64;49;Undirected;1
309;2;Undirected;1
14;9;Undirected;1
14;99;Undirected;1
9;99;Undirected;1
287;217;Undirected;1
287;221;Undirected;1
217;221;Undirected;1
113;273;Undirected;1
113;325;Undirected;1
113;109;Undirected;1
113;103;Undirected;1
113;223;Undirected;2
273;325;Undirected;1
273;109;Undirected;1
273;103;Undirected;1
273;223;Undirected;2
325;109;Undirected;1
325;103;Undirected;1
325;223;Undirected;2
109;103;Undirected;1
109;223;Undirected;2
103;223;Undirected;2
223;223;Undirected;1
46;2;Undirected;1
83;157;Undirected;1
83;56;Undirected;1
157;56;Undirected;1
41;121;Undirected;1
41;229;Undirected;1
121;229;Undirected;1
229;2;Undirected;1
65;155;Undirected;1
155;283;Undirected;1
50;157;Undirected;1
65;307;Undirected;1
349;307;Undirected;1
349;43;Undirected;1
349;145;Undirected;1
349;281;Undirected;1
43;145;Undirected;2
43;281;Undirected;1
145;281;Undirected;1
271;305;Undirected;1
305;297;Undirected;1
7;229;Undirected;1
7;305;Undirected;1
229;315;Undirected;1
229;305;Undirected;1
315;305;Undirected;1
43;9;Undirected;1
43;111;Undirected;2
35;34;Undirected;1
173;177;Undirected;1
13;167;Undirected;1
55;67;Undirected;2
55;241;Undirected;1
67;241;Undirected;1
2;241;Undirected;1
9;104;Undirected;2
111;104;Undirected;1
151;341;Undirected;1
63;155;Undirected;1
215;221;Undirected;1
64;221;Undirected;1
257;267;Undirected;1
257;213;Undirected;1
267;213;Undirected;1
337;16;Undirected;1
237;53;Undirected;1
173;111;Undirected;3
173;201;Undirected;1
16;201;Undirected;1
14;4;Undirected;1
14;68;Undirected;1
4;68;Undirected;1
145;253;Undirected;1
145;249;Undirected;1
253;249;Undirected;1
149;9;Undirected;2
149;145;Undirected;1
157;187;Undirected;1
157;119;Undirected;1
187;119;Undirected;1
78;74;Undirected;1
78;201;Undirected;1
74;201;Undirected;1
313;2;Undirected;1
2;76;Undirected;1
347;181;Undirected;1
347;339;Undirected;1
14;44;Undirected;1
23;105;Undirected;1
23;99;Undirected;1
2;105;Undirected;1
105;99;Undirected;1
101;43;Undirected;1
101;121;Undirected;1
101;127;Undirected;1
181;43;Undirected;2
181;127;Undirected;1
43;121;Undirected;1
43;127;Undirected;1
157;59;Undirected;1
157;203;Undirected;1
157;40;Undirected;1
157;189;Undirected;1
2;59;Undirected;1
2;189;Undirected;1
59;203;Undirected;1
59;40;Undirected;1
59;189;Undirected;1
203;40;Undirected;1
203;189;Undirected;1
40;189;Undirected;1
39;145;Undirected;1
78;35;Undirected;1
115;111;Undirected;1
22;273;Undirected;1
22;249;Undirected;1
273;249;Undirected;1
2;249;Undirected;1
181;137;Undirected;1
211;68;Undirected;1
32;155;Undirected;1
93;64;Undirected;1
93;111;Undirected;1
151;94;Undirected;1
181;94;Undirected;1
4;327;Undirected;1
2;327;Undirected;2
60;56;Undirected;1
181;56;Undirected;1
347;337;Undirected;1
101;279;Undirected;1
159;279;Undirected;1
50;161;Undirected;1
50;111;Undirected;1
139;191;Undirected;2
347;137;Undirected;1
347;13;Undirected;1
245;181;Undirected;3
245;88;Undirected;1
181;88;Undirected;4
91;203;Undirected;1
4;203;Undirected;1
161;49;Undirected;1
161;105;Undirected;1
131;49;Undirected;1
131;105;Undirected;1
49;105;Undirected;1
157;135;Undirected;1
181;135;Undirected;1
151;59;Undirected;1
82;213;Undirected;2
82;100;Undirected;1
213;100;Undirected;1
213;59;Undirected;1
100;59;Undirected;1
313;321;Undirected;1
42;321;Undirected;1
151;251;Undirected;1
117;257;Undirected;1
343;325;Undirected;1
325;167;Undirected;1
39;115;Undirected;1
185;331;Undirected;1
185;115;Undirected;1
331;115;Undirected;1
157;347;Undirected;1
157;103;Undirected;1
347;103;Undirected;1
16;103;Undirected;1
93;39;Undirected;1
173;239;Undirected;1
173;88;Undirected;1
239;88;Undirected;1
88;111;Undirected;3
50;13;Undirected;1
63;13;Undirected;1
145;85;Undirected;1
1;247;Undirected;2
39;247;Undirected;1
339;94;Undirected;2
127;191;Undirected;1
127;325;Undirected;1
191;325;Undirected;1
337;53;Undirected;1
9;53;Undirected;2
53;155;Undirected;1
153;135;Undirected;1
27;127;Undirected;1
187;34;Undirected;1
187;297;Undirected;1
34;297;Undirected;1
141;82;Undirected;1
23;67;Undirected;1
245;62;Undirected;1
245;109;Undirected;1
245;221;Undirected;1
62;109;Undirected;1
62;221;Undirected;1
109;221;Undirected;1
181;95;Undirected;1
181;102;Undirected;1
181;213;Undirected;1
95;102;Undirected;1
95;82;Undirected;1
102;82;Undirected;1
84;45;Undirected;1
84;108;Undirected;1
84;247;Undirected;1
84;307;Undirected;1
84;102;Undirected;1
84;159;Undirected;1
84;100;Undirected;1
84;99;Undirected;1
45;108;Undirected;1
45;247;Undirected;1
45;307;Undirected;1
45;102;Undirected;1
45;159;Undirected;1
45;100;Undirected;1
45;99;Undirected;1
108;247;Undirected;1
108;307;Undirected;1
108;102;Undirected;1
108;99;Undirected;1
247;307;Undirected;1
247;102;Undirected;1
247;159;Undirected;1
247;100;Undirected;1
247;99;Undirected;1
307;102;Undirected;1
307;159;Undirected;1
307;100;Undirected;2
307;99;Undirected;1
102;159;Undirected;1
102;99;Undirected;1
159;100;Undirected;1
159;99;Undirected;1
100;99;Undirected;1
299;74;Undirected;1
355;69;Undirected;1
27;149;Undirected;1
149;82;Undirected;1
107;139;Undirected;1
107;16;Undirected;1
107;323;Undirected;1
107;249;Undirected;1
139;323;Undirected;1
139;249;Undirected;1
16;323;Undirected;1
16;249;Undirected;1
323;249;Undirected;1
209;74;Undirected;1
209;69;Undirected;1
74;69;Undirected;1
333;247;Undirected;1
333;57;Undirected;1
247;111;Undirected;1
341;2;Undirected;1
341;111;Undirected;1
90;127;Undirected;1
90;19;Undirected;1
90;44;Undirected;1
90;96;Undirected;1
92;131;Undirected;1
92;127;Undirected;1
92;44;Undirected;1
92;96;Undirected;1
131;127;Undirected;1
131;19;Undirected;1
131;44;Undirected;1
131;96;Undirected;1
127;44;Undirected;1
127;96;Undirected;1
19;44;Undirected;1
19;96;Undirected;1
44;96;Undirected;1
259;84;Undirected;1
259;95;Undirected;1
84;95;Undirected;1
95;2;Undirected;1
58;82;Undirected;1
151;28;Undirected;1
157;149;Undirected;1
149;18;Undirected;1
38;267;Undirected;1
247;267;Undirected;2
267;82;Undirected;1
225;157;Undirected;1
225;141;Undirected;1
225;35;Undirected;1
225;305;Undirected;1
157;35;Undirected;1
157;305;Undirected;1
141;35;Undirected;1
141;2;Undirected;1
141;305;Undirected;1
35;305;Undirected;1
2;305;Undirected;1
91;211;Undirected;1
91;51;Undirected;1
245;277;Undirected;1
245;111;Undirected;1
245;315;Undirected;3
277;111;Undirected;1
277;315;Undirected;3
67;111;Undirected;1
67;315;Undirected;3
111;315;Undirected;3
315;315;Undirected;3
43;159;Undirected;1
43;2;Undirected;1
157;273;Undirected;1
273;123;Undirected;1
1;127;Undirected;1
127;247;Undirected;1
243;251;Undirected;1
243;269;Undirected;1
251;269;Undirected;1
127;115;Undirected;1
9;175;Undirected;1
329;57;Undirected;1
329;319;Undirected;2
329;111;Undirected;1
319;111;Undirected;2
57;289;Undirected;1
183;289;Undirected;1
36;195;Undirected;1
36;2;Undirected;1
36;30;Undirected;1
195;30;Undirected;1
57;129;Undirected;1
183;129;Undirected;1
63;57;Undirected;1
193;181;Undirected;2
343;337;Undirected;1
343;139;Undirected;1
343;145;Undirected;1
209;63;Undirected;1
209;95;Undirected;1
63;95;Undirected;1
56;327;Undirected;1
65;145;Undirected;1
65;305;Undirected;1
145;305;Undirected;1
9;24;Undirected;1
139;24;Undirected;1
2;104;Undirected;1
104;24;Undirected;1
93;233;Undirected;1
93;9;Undirected;1
233;9;Undirected;1
165;113;Undirected;1
165;209;Undirected;1
113;209;Undirected;1
261;261;Undirected;1
261;137;Undirected;2
261;139;Undirected;4
137;139;Undirected;2
303;179;Undirected;1
5;151;Undirected;1
227;75;Undirected;1
227;13;Undirected;1
227;177;Undirected;1
75;13;Undirected;1
75;177;Undirected;1
13;177;Undirected;1
151;81;Undirected;1
38;81;Undirected;1
20;29;Undirected;1
153;62;Undirected;1
153;38;Undirected;1
153;66;Undirected;1
153;247;Undirected;1
153;189;Undirected;1
62;38;Undirected;1
62;66;Undirected;1
62;189;Undirected;1
38;189;Undirected;1
66;189;Undirected;1
247;189;Undirected;1
347;303;Undirected;1
347;59;Undirected;1
303;59;Undirected;1
217;293;Undirected;1
271;159;Undirected;1
159;241;Undirected;1
111;241;Undirected;1
60;89;Undirected;1
229;203;Undirected;1
313;307;Undirected;1
313;16;Undirected;1
313;100;Undirected;1
307;16;Undirected;1
111;133;Undirected;1
57;133;Undirected;1
16;179;Undirected;1
16;177;Undirected;1
179;177;Undirected;1
18;49;Undirected;1
49;133;Undirected;1
157;271;Undirected;1
113;233;Undirected;1
113;159;Undirected;1
113;355;Undirected;1
113;177;Undirected;1
233;159;Undirected;1
233;355;Undirected;1
233;177;Undirected;1
159;355;Undirected;1
355;177;Undirected;1
331;82;Undirected;1
333;19;Undirected;1
43;289;Undirected;1
51;343;Undirected;1
51;63;Undirected;1
51;19;Undirected;1
343;63;Undirected;1
343;19;Undirected;1
43;195;Undirected;1
151;143;Undirected;1
151;201;Undirected;1
143;96;Undirected;1
143;201;Undirected;1
2;201;Undirected;1
96;201;Undirected;1
17;151;Undirected;1
17;68;Undirected;1
151;68;Undirected;1
51;53;Undirected;1
53;2;Undirected;1
163;195;Undirected;1
